City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Burnie,AU,-41.0667,145.9167,13.11,89,100,7.59,overcast clouds
349,Wynyard,AU,-41.0,145.7167,12.95,89,100,6.59,overcast clouds
350,Whitefish,US,48.4111,-114.3376,14.72,44,52,3.48,broken clouds
351,Umm Kaddadah,SD,13.6017,26.6876,35.17,12,19,4.57,few clouds
352,Ayan,RU,56.45,138.1667,4.69,91,96,3.21,overcast clouds
353,Lichinga,MZ,-13.3128,35.2406,14.05,88,20,4.12,few clouds
354,Tiko,CM,4.0745,9.3699,28.91,89,100,2.28,overcast clouds
355,Lieksa,FI,63.3167,30.0167,15.0,83,48,3.81,scattered clouds
356,Tibacuy,CO,4.3511,-72.4564,25.23,88,100,3.02,overcast clouds
357,Bolondron,CU,22.7633,-81.4469,35.34,37,95,4.53,overcast clouds
358,Scarborough,GB,54.2797,-0.4044,18.24,78,61,0.45,broken clouds
359,Fort Pierce,US,27.4467,-80.3256,32.83,72,74,5.81,broken clouds
360,Shangrao,CN,28.4532,117.9686,19.71,81,22,1.4,few clouds
361,San Borja,BO,-14.8167,-66.85,29.36,61,55,1.14,broken clouds
362,Hauknes,NO,66.2833,14.0667,19.41,55,75,0.89,broken clouds
363,Waipawa,NZ,-41.4122,175.5153,11.36,88,100,0.47,light rain
364,Alice Springs,AU,-23.7,133.8833,2.75,70,0,1.21,clear sky
365,Tilichiki,RU,60.4667,166.1,2.65,94,100,3.36,light rain
366,Ginir,ET,7.1333,40.7,14.4,88,57,2.67,broken clouds
367,Bonthe,SL,7.5264,-12.505,28.57,76,92,3.38,light rain
368,Luan,CH,46.3592,6.9759,15.04,84,72,1.83,broken clouds
369,Whitehorse,CA,60.7161,-135.0538,9.45,81,75,1.79,light rain
370,Lorengau,PG,-2.0226,147.2712,26.55,83,99,3.82,overcast clouds
371,Bambari,CF,5.768,20.6757,22.36,87,55,3.06,broken clouds
372,Cabinda,AO,-5.55,12.2,25.24,83,53,3.37,broken clouds
373,Siderno,IT,38.2779,16.302,25.1,60,83,2.23,broken clouds
374,Jidong,CN,45.2167,131.0833,10.76,91,4,0.81,clear sky
375,Maniitsoq,GL,65.4167,-52.9,4.51,91,100,2.5,overcast clouds
376,Pochutla,MX,15.7432,-96.4661,32.12,53,91,3.35,overcast clouds
377,Batagay,RU,67.6333,134.6333,7.92,55,23,1.36,few clouds
378,Koslan,RU,63.4564,48.8989,13.14,52,74,2.29,broken clouds
379,Port Elizabeth,ZA,-33.918,25.5701,17.28,67,0,1.54,clear sky
380,Kamloops,CA,50.6665,-120.3192,15.32,50,75,1.34,broken clouds
381,Nanakuli,US,21.3906,-158.1547,25.06,69,18,6.3,few clouds
382,Ucluelet,CA,48.9329,-125.5528,13.31,90,100,7.4,light rain
383,Vila Velha,BR,-20.3297,-40.2925,28.31,65,20,4.02,few clouds
384,Chernyshevskiy,RU,63.0128,112.4714,4.2,74,67,5.83,broken clouds
385,Dingle,PH,10.9995,122.6711,24.77,85,100,0.86,light rain
386,Port Macquarie,AU,-31.4333,152.9167,7.99,70,5,2.47,clear sky
387,Lagunas,PE,-5.2269,-75.6753,25.55,90,97,1.18,overcast clouds
388,Przasnysz,PL,53.0191,20.8803,22.89,75,96,3.06,overcast clouds
389,Whitianga,NZ,-36.8333,175.7,13.9,92,100,8.73,light rain
390,Sakata,JP,38.9167,139.855,16.12,89,87,1.98,overcast clouds
391,Abha,SA,18.2164,42.5053,24.9,60,0,0.95,clear sky
392,Chaoyang,CN,41.5703,120.4586,19.17,51,79,1.09,broken clouds
393,Rocha,UY,-34.4833,-54.3333,13.53,66,3,3.64,clear sky
394,Labuhan,ID,-6.8844,112.2051,26.22,83,50,2.07,scattered clouds
395,Saint-Joseph,RE,-21.3667,55.6167,22.2,85,77,5.09,light rain
396,Dom Pedrito,BR,-30.9828,-54.6731,16.36,62,100,4.43,overcast clouds
397,Romitan,UZ,39.9343,64.3814,34.97,23,0,3.81,clear sky
398,Mednogorsk,RU,51.4128,57.595,15.49,37,98,2.82,overcast clouds
399,Aquiraz,BR,-3.9014,-38.3911,31.05,66,33,3.51,scattered clouds
400,Sand Springs,US,36.1398,-96.1089,27.07,72,40,2.06,scattered clouds
401,Mollendo,PE,-17.0231,-72.0147,19.45,72,38,3.74,scattered clouds
402,Zavet,BG,43.7667,26.6667,16.78,82,93,0.92,overcast clouds
403,Ust-Barguzin,RU,53.45,108.9833,5.68,95,100,0.73,overcast clouds
404,Faanui,PF,-16.4833,-151.75,27.05,73,1,5.03,clear sky
405,Razole,IN,16.4833,81.8333,29.12,76,3,2.94,clear sky
406,Qostanay,KZ,53.1667,63.5833,17.43,35,83,1.74,broken clouds
407,Amapa,BR,1.0,-52.0,26.96,79,67,1.1,light rain
408,Waiblingen,DE,48.8324,9.3164,19.38,75,75,1.34,broken clouds
409,Sosnovo-Ozerskoye,RU,52.5249,111.5418,9.03,85,97,4.74,overcast clouds
410,Inhambane,MZ,-23.865,35.3833,17.99,82,20,0.0,few clouds
411,Araouane,ML,18.9048,-3.5265,42.65,9,27,3.45,scattered clouds
412,Makokou,GA,0.5738,12.8642,21.98,96,80,0.82,moderate rain
413,Bodden Town,KY,19.2833,-81.25,31.1,74,14,1.79,few clouds
414,Villanueva De Cordoba,ES,38.3228,-4.6287,28.85,24,2,0.87,clear sky
415,Evensk,RU,61.95,159.2333,8.62,81,98,1.55,overcast clouds
416,Tomatlan,MX,19.9333,-105.25,35.07,36,87,4.06,overcast clouds
417,Natchitoches,US,31.7668,-93.1335,28.38,78,75,2.06,broken clouds
418,Subottsi,UA,48.6554,32.5209,13.51,91,90,3.15,overcast clouds
419,Andros Town,BS,24.7,-77.7667,28.02,72,65,8.51,broken clouds
420,Srednekolymsk,RU,67.45,153.6833,15.42,50,39,2.73,scattered clouds
421,Derzhavinsk,KZ,51.1,66.3167,17.13,38,77,3.5,broken clouds
422,Hovd,MN,48.0056,91.6419,9.1,38,9,2.66,clear sky
423,Arlit,NE,18.7369,7.3853,39.84,8,90,7.45,overcast clouds
424,Bontang,ID,0.1333,117.5,25.64,88,100,1.63,overcast clouds
425,Ola,RU,59.5833,151.2833,5.64,89,46,0.54,scattered clouds
426,Comodoro Rivadavia,AR,-45.8667,-67.5,11.24,42,9,8.79,clear sky
427,Katsuura,JP,35.1333,140.3,21.73,89,100,3.09,overcast clouds
428,Awjilah,LY,29.1081,21.2869,28.98,18,0,3.93,clear sky
429,Kavaratti,IN,10.5669,72.642,28.23,75,100,4.7,overcast clouds
430,Matamoros,MX,25.5333,-103.25,33.95,16,2,4.34,clear sky
431,Shelkovskaya,RU,43.5069,46.3392,16.93,85,100,2.79,overcast clouds
432,Pyapon,MM,16.2833,95.6833,29.1,74,100,4.22,moderate rain
433,Constitucion,CL,-35.3333,-72.4167,13.17,53,91,3.79,overcast clouds
434,Richards Bay,ZA,-28.783,32.0377,15.84,74,0,3.51,clear sky
435,Luba,GQ,3.4568,8.5547,25.05,84,100,0.74,overcast clouds
436,San Quintin,MX,30.4833,-115.95,19.0,62,84,3.93,broken clouds
437,Peniche,PT,39.3558,-9.3811,22.71,77,0,7.83,clear sky
438,Goderich,CA,43.7501,-81.7165,29.56,80,88,4.87,overcast clouds
439,Lavrentiya,RU,65.5833,-171.0,1.26,81,97,3.58,overcast clouds
440,Ariquemes,BR,-9.9133,-63.0408,32.92,45,100,1.28,overcast clouds
441,Quzhou,CN,28.9594,118.8686,19.52,78,0,1.38,clear sky
442,Ouegoa,NC,-20.35,164.4333,19.72,65,96,2.68,overcast clouds
443,Isabela,PH,6.7085,121.9711,25.6,84,100,1.48,overcast clouds
444,Grimshaw,CA,56.1834,-117.6027,16.12,55,90,3.73,overcast clouds
445,Marratxi,ES,39.6421,2.7539,23.18,63,20,3.13,few clouds
446,Saint-Felix-De-Valois,CA,46.1668,-73.4324,28.75,71,96,3.41,overcast clouds
447,Bulgan,MN,48.8125,103.5347,3.54,96,100,2.85,light rain
448,Healesville,AU,-37.65,145.5167,13.58,86,100,1.34,overcast clouds
449,Broome,US,42.2506,-75.833,32.05,48,20,0.89,few clouds
450,Masingbi,SL,8.7833,-11.95,26.18,86,66,2.15,moderate rain
451,Barcelona,ES,41.3888,2.159,25.75,64,20,0.89,few clouds
452,Homer,US,59.6425,-151.5483,14.87,75,41,1.79,scattered clouds
453,Volkhov,RU,59.9258,32.3382,15.96,71,19,2.31,few clouds
454,Cabedelo,BR,-6.9811,-34.8339,26.48,80,25,6.23,scattered clouds
455,Alekseyevsk,RU,57.8406,108.3492,5.4,96,74,2.23,broken clouds
456,Rawah,IQ,34.4816,41.9093,29.6,14,0,4.35,clear sky
457,Pisco,PE,-13.7,-76.2167,18.34,83,57,3.96,broken clouds
458,Camopi,GF,3.1655,-52.3158,26.64,81,44,1.75,scattered clouds
459,Gladstone,AU,-23.85,151.25,11.55,71,10,3.09,clear sky
460,Ambovombe,MG,-25.1667,46.0833,18.63,65,99,7.59,overcast clouds
461,Namatanai,PG,-3.6667,152.4333,25.95,84,97,2.3,light rain
462,Ajdabiya,LY,30.7554,20.2263,23.19,54,0,7.52,clear sky
463,Mitsamiouli,KM,-11.3847,43.2844,26.13,68,57,7.03,broken clouds
464,Port Shepstone,ZA,-30.7414,30.455,17.6,83,0,6.7,clear sky
465,Kennewick,US,46.2113,-119.1372,15.19,48,1,1.34,clear sky
466,La Ronge,CA,55.1001,-105.2842,14.12,82,90,2.57,overcast clouds
467,Suntar,RU,62.1444,117.6319,9.03,82,100,2.91,overcast clouds
468,Kolyshley,RU,52.7005,44.5367,14.42,88,57,2.19,broken clouds
469,Coahuayana,MX,18.7333,-103.6833,34.7,42,97,3.91,overcast clouds
470,Juneau,US,58.3019,-134.4197,10.68,100,100,0.68,light rain
471,Kapoeta,SS,4.7717,33.5903,28.5,39,67,4.3,broken clouds
472,Abakaliki,NG,6.3163,8.1169,25.22,85,99,2.18,overcast clouds
473,Palmer,US,42.1584,-72.3287,34.4,40,31,0.89,scattered clouds
474,Sistranda,NO,63.7256,8.834,14.39,91,91,3.2,overcast clouds
475,Severo-Yeniseyskiy,RU,60.3725,93.0408,4.46,84,93,2.43,light rain
476,Sao Joao Da Barra,BR,-21.6403,-41.0511,24.55,74,30,6.54,scattered clouds
477,Sayyan,YE,15.1718,44.3244,21.39,25,64,2.02,broken clouds
478,Khorixas,NA,-20.3667,14.9667,18.81,28,0,5.02,clear sky
479,Brasilia,BR,-15.7797,-47.9297,26.46,47,20,4.12,few clouds
480,Timizart,DZ,36.8,4.2667,20.08,76,46,2.15,scattered clouds
481,Selma,US,36.5708,-119.6121,33.32,16,12,2.17,few clouds
482,Aromashevo,RU,56.8602,68.6375,14.18,65,6,4.01,clear sky
483,Gejiu,CN,23.306,103.1635,14.38,96,96,1.38,overcast clouds
484,Arenapolis,BR,-14.4503,-56.8461,34.32,29,97,2.35,overcast clouds
485,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,26.73,74,22,4.11,few clouds
486,Sorong,ID,-0.8833,131.25,25.73,86,100,3.47,overcast clouds
487,Havre-Saint-Pierre,CA,50.2334,-63.5986,10.71,67,36,6.54,scattered clouds
488,Ikongo,MG,-21.8833,47.4333,15.74,83,74,0.77,broken clouds
489,Urumqi,CN,43.801,87.6005,17.53,34,0,1.77,clear sky
490,Sola,VU,-13.8833,167.55,26.48,76,33,6.38,scattered clouds
491,Musafirkhana,IN,26.3667,81.8,35.73,32,34,3.16,scattered clouds
492,Kabo,CF,7.6994,18.629,24.77,71,74,1.56,light rain
493,Manokwari,ID,-0.8667,134.0833,25.66,80,90,1.34,overcast clouds
494,Maceio,BR,-9.6658,-35.7353,28.69,61,20,3.55,few clouds
495,Joshimath,IN,30.5667,79.5667,18.19,71,64,2.39,broken clouds
496,Itanagar,IN,27.1,93.6167,21.83,98,81,1.42,broken clouds
497,Sehwan,PK,26.4279,67.863,32.9,43,4,4.6,clear sky
498,Biak,ID,-0.9131,122.8766,24.08,75,94,2.25,overcast clouds
499,Chifeng,CN,42.2683,118.9636,18.65,47,97,3.85,overcast clouds
500,Young,UY,-32.6833,-57.6333,15.13,51,2,4.91,clear sky
501,Saint-Georges,GD,12.0564,-61.7485,27.65,73,98,6.65,overcast clouds
502,Auki,SB,-8.7676,160.7034,25.01,87,2,1.7,clear sky
503,Chuchkovo,RU,54.2693,41.4465,13.76,94,68,3.06,broken clouds
504,Aklavik,CA,68.2191,-135.0107,2.4,80,75,2.06,broken clouds
505,Ormara,PK,25.2088,64.6357,29.04,74,47,5.46,scattered clouds
506,Puyang,CN,29.4603,119.8861,19.44,80,0,0.56,clear sky
507,Orlik,RU,52.5178,99.825,2.56,84,46,1.42,scattered clouds
508,New Milford,US,40.9327,-74.0179,36.19,40,20,0.45,few clouds
509,Mezen,RU,65.8522,44.24,4.33,64,4,4.18,clear sky
510,Voi,KE,-3.3945,38.563,20.88,73,64,3.66,broken clouds
511,Mackay,AU,-21.15,149.2,13.16,77,100,4.88,overcast clouds
512,Tazovskiy,RU,67.4667,78.7,0.21,89,79,4.32,broken clouds
513,Touros,BR,-5.1989,-35.4608,27.5,73,40,6.42,light rain
514,Ambon,ID,-3.6954,128.1814,26.75,81,86,5.28,light rain
515,Miri,MY,4.4148,114.0089,24.53,91,98,2.29,overcast clouds
516,Fort Nelson,CA,58.8053,-122.7002,5.92,89,100,4.13,light rain
517,Jalu,LY,29.0331,21.5482,28.96,19,0,3.08,clear sky
518,Svetlaya,RU,46.5389,138.3297,10.19,91,50,2.52,scattered clouds
519,Leshan,CN,29.5623,103.7639,23.47,66,100,0.75,overcast clouds
520,Macau,MO,22.2006,113.5461,27.89,89,20,5.66,few clouds
521,Otaru,JP,43.1894,141.0022,13.9,85,67,2.48,broken clouds
522,Tiznit,MA,29.5833,-9.5,25.03,47,57,3.37,broken clouds
523,Kazanka,UA,47.8462,32.8218,15.21,83,38,3.27,scattered clouds
524,Owando,CG,-0.4819,15.8999,23.3,91,97,1.02,overcast clouds
525,Shibetsu,JP,43.659,145.132,11.68,83,96,1.95,overcast clouds
526,Kawalu,ID,-7.3817,108.2082,22.48,98,90,0.64,overcast clouds
527,Los Llanos De Aridane,ES,28.6585,-17.9182,18.96,80,20,4.76,few clouds
528,Mehamn,NO,71.0357,27.8492,4.85,69,7,2.25,clear sky
529,Banjar,ID,-8.19,114.9675,26.92,90,57,1.88,broken clouds
530,Arman,RU,59.7,150.1667,5.99,88,64,1.83,broken clouds
531,Kargasok,RU,59.0556,80.8572,12.56,96,100,4.05,overcast clouds
532,Caltanissetta,IT,37.3745,14.0642,24.94,29,64,2.7,broken clouds
533,Mahibadhoo,MV,3.7833,72.9667,28.31,76,10,6.75,clear sky
534,Havelock,US,34.8791,-76.9013,30.57,80,75,2.24,mist
535,Leh,IN,34.1667,77.5833,11.79,26,1,2.85,clear sky
536,Saint-Pierre,RE,-21.3393,55.4781,22.8,80,75,3.09,light rain
537,Bereznik,RU,62.8551,42.7072,16.41,54,77,4.65,broken clouds
538,Anadyr,RU,64.75,177.4833,5.56,93,100,4.69,overcast clouds
539,Prado,BR,-17.3411,-39.2208,25.96,66,12,3.43,few clouds
540,Keokuk,US,40.3973,-91.3849,28.48,69,40,3.6,scattered clouds
541,Bocanda,CI,7.0626,-4.4995,30.25,59,90,3.65,overcast clouds
542,Mandalgovi,MN,45.7625,106.2708,10.12,72,81,10.31,broken clouds
543,Moranbah,AU,-22.0016,148.0466,10.02,74,24,4.15,few clouds
544,Taltal,CL,-25.4,-70.4833,17.66,73,2,2.84,clear sky
545,Victoria Point,AU,-27.5833,153.3,12.88,89,13,2.92,few clouds
546,Baracoa,CU,20.3467,-74.4958,28.7,71,65,6.13,broken clouds
547,Lappeenranta,FI,61.0587,28.1887,21.03,49,0,3.09,clear sky
548,Teya,RU,60.3778,92.6267,6.71,83,93,1.83,overcast clouds
549,Cranbrook,CA,49.4999,-115.7688,13.91,44,40,5.06,scattered clouds
550,Anyksciai,LT,55.5256,25.1026,17.08,81,97,3.68,overcast clouds
551,Marawi,PH,7.9986,124.2928,18.14,92,100,1.03,overcast clouds
552,Tukrah,LY,32.5341,20.5791,22.16,66,5,3.53,clear sky
553,Rondonopolis,BR,-16.4708,-54.6356,35.3,22,99,2.02,overcast clouds
554,Kirkuk,IQ,35.4681,44.3922,29.91,15,0,4.18,clear sky
555,Corpus Christi,US,27.8006,-97.3964,32.31,72,75,3.58,broken clouds
556,Cozumel,MX,20.5083,-86.9458,31.67,74,100,3.13,overcast clouds
557,Novikovo,RU,51.1537,37.8879,14.09,89,50,1.51,scattered clouds
558,Varkkallai,IN,8.7341,76.7067,27.88,86,80,2.86,broken clouds
559,Abrego,CO,8.0807,-73.2205,21.62,79,100,2.06,overcast clouds
560,Shingu,JP,33.7333,135.9833,20.26,82,100,2.24,overcast clouds
561,Gat,IL,31.61,34.7642,24.34,20,0,3.04,clear sky
562,Kalaleh,IR,37.3807,55.4916,23.46,58,14,0.41,few clouds
563,Jizan,SA,17.3333,42.6667,31.35,59,3,1.85,clear sky
564,Corinto,GR,37.9407,22.9573,26.66,59,36,0.14,scattered clouds
565,Karasjok,NO,69.4719,25.5112,10.06,37,7,2.83,clear sky
566,Calama,CL,-22.4667,-68.9333,20.27,4,0,9.77,clear sky
567,Bichura,RU,50.5881,107.6022,5.92,97,100,2.8,light rain
568,Namibe,AO,-15.1961,12.1522,25.35,78,0,4.12,clear sky
569,Swan Hill,AU,-35.3378,143.5544,10.3,75,100,4.51,overcast clouds
570,Abu Dhabi,AE,24.4667,54.3667,31.85,80,0,5.19,clear sky
571,Zhigalovo,RU,54.8097,105.1578,6.62,93,100,1.68,overcast clouds
572,Ulladulla,AU,-35.35,150.4667,11.6,80,30,2.24,scattered clouds
573,Kamiiso,JP,41.8167,140.65,12.1,91,100,1.5,overcast clouds
574,Chapais,CA,49.7834,-74.8492,24.93,34,46,3.58,scattered clouds
575,Saint Simons,US,31.1352,-81.3901,32.78,58,1,5.4,clear sky
576,Kaeo,NZ,-35.1,173.7833,15.18,97,100,9.57,moderate rain
577,Khorramabad,IR,33.4878,48.3558,24.72,17,0,1.61,clear sky
578,Malumfashi,NG,11.7853,7.6218,24.35,68,81,6.04,moderate rain
579,Aden,YE,12.7794,45.0367,32.53,59,4,2.89,clear sky
580,Itarema,BR,-2.9248,-39.9167,27.98,72,32,5.0,scattered clouds
581,Aswan,EG,24.0934,32.907,32.98,12,1,5.18,clear sky
582,Kenai,US,60.5544,-151.2583,11.81,77,26,0.23,scattered clouds
583,Hadejia,NG,12.4498,10.0444,34.02,28,77,5.32,light rain
584,Fukue,JP,32.6881,128.8419,20.6,87,100,1.6,overcast clouds
585,Matara,LK,5.9485,80.5353,26.3,89,94,4.45,overcast clouds
586,Liverpool,GB,53.4106,-2.9779,20.97,58,0,2.68,clear sky
587,Port Hedland,AU,-20.3167,118.5667,22.03,64,99,3.09,overcast clouds
588,Rehoboth,NA,-23.3167,17.0833,14.31,27,0,2.69,clear sky
589,Hamilton,US,39.1834,-84.5333,28.1,67,97,2.77,overcast clouds
590,Robertsport,LR,6.7533,-11.3686,27.98,79,93,2.77,light rain
591,Bardiyah,LY,31.7561,25.0865,22.02,65,0,5.66,clear sky
592,Lira,UG,2.235,32.9097,18.93,94,76,2.59,broken clouds
593,Manaus,BR,-3.1019,-60.025,32.28,66,40,1.54,scattered clouds
594,Mecca,SA,21.4267,39.8261,31.89,45,10,1.58,clear sky
595,Sao Benedito Do Rio Preto,BR,-3.3336,-43.5283,29.8,60,50,1.15,scattered clouds
596,Pangkalanbuun,ID,-2.6833,111.6167,23.44,98,81,0.63,light rain
597,Point Pleasant,US,40.0832,-74.0682,35.64,53,4,4.88,clear sky
598,Plouzane,FR,48.3833,-4.6167,17.05,85,90,3.07,overcast clouds
599,Moose Factory,CA,51.2585,-80.6094,27.62,35,53,3.37,broken clouds
600,Saint Anthony,US,45.0205,-93.218,31.58,44,20,2.24,few clouds
601,Lata,PT,40.1629,-8.3327,26.69,47,0,3.28,clear sky
602,Brewster,US,41.3973,-73.6171,34.86,45,4,0.45,clear sky
603,Verkhnevilyuysk,RU,63.4453,120.3167,8.72,94,100,1.97,light rain
604,Dudinka,RU,69.4058,86.1778,-0.14,98,99,3.07,light snow
605,Mbandaka,CD,0.0487,18.2603,21.63,93,100,1.38,overcast clouds
606,Ouargaye,BF,11.5033,0.0572,36.14,30,63,3.34,broken clouds
607,Lewisburg,US,35.4492,-86.7889,23.73,92,75,4.12,moderate rain
608,Banda Aceh,ID,5.5577,95.3222,26.67,77,98,6.09,overcast clouds
609,Laja,CL,-37.2667,-72.7,11.88,50,99,1.05,overcast clouds
610,Narsaq,GL,60.9167,-46.05,8.98,60,100,0.91,overcast clouds
611,Barda,AZ,40.3744,47.1267,21.64,56,58,4.03,broken clouds
612,Shakhtinsk,KZ,49.71,72.5872,8.31,46,96,4.16,overcast clouds
613,Ampanihy,MG,-24.7,44.75,16.5,72,68,6.66,broken clouds
614,Namanga,KE,-2.5433,36.7905,18.76,67,83,2.37,broken clouds
615,Bayir,TR,37.2687,28.2167,21.29,37,9,1.86,clear sky
616,Okoneshnikovo,RU,54.8377,75.0834,14.53,60,2,2.82,clear sky
617,Codrington,AU,-38.2667,141.9667,13.46,68,100,8.36,overcast clouds
618,Tessalit,ML,20.1986,1.0114,39.89,9,56,2.72,broken clouds
619,Ambilobe,MG,-13.2,49.05,22.21,89,64,1.92,broken clouds
620,Caravelas,BR,-17.7125,-39.2481,26.29,66,14,3.23,few clouds
621,Hobyo,SO,5.3505,48.5268,26.23,85,41,12.07,scattered clouds
622,Shirak,AM,40.8404,43.9158,10.18,62,20,2.26,few clouds
623,Honningsvag,NO,70.9821,25.9704,4.51,70,5,1.52,clear sky
624,Meadow Lake,US,34.8014,-106.5436,32.61,18,95,8.49,overcast clouds
625,Boende,CD,-0.2167,20.8667,21.3,99,100,0.74,overcast clouds
626,Oum Hadjer,TD,13.2954,19.6966,35.43,24,84,1.29,broken clouds
627,Emerald,AU,-23.5333,148.1667,8.52,55,0,3.32,clear sky
628,Lisakovsk,KZ,52.5369,62.4936,17.25,34,71,0.22,broken clouds
629,Yenagoa,NG,4.9247,6.2642,23.09,96,100,1.71,overcast clouds
630,Jequie,BR,-13.8575,-40.0836,26.21,66,92,2.5,overcast clouds
631,Soyo,AO,-6.1349,12.3689,25.04,84,54,4.33,broken clouds
632,Harindanga,IN,22.0383,88.3214,24.99,78,100,6.68,moderate rain
633,Sevlievo,BG,43.0258,25.1136,20.34,74,37,1.36,scattered clouds
634,Sheregesh,RU,52.9209,87.9869,6.83,97,95,1.94,overcast clouds
635,Pampierstad,ZA,-27.7832,24.6877,10.16,34,0,3.97,clear sky
636,Udachnyy,RU,66.4167,112.4,6.14,76,95,6.52,light rain
637,Matay,EG,28.419,30.7792,28.51,23,0,8.16,clear sky
638,Vieques,PR,18.425,-65.8329,30.0,77,100,6.5,overcast clouds
639,Elmshorn,DE,53.75,9.65,19.49,79,100,0.45,overcast clouds
640,Tamandare,BR,-8.7597,-35.1047,26.9,72,19,3.92,few clouds
641,Thunder Bay,CA,48.4001,-89.3168,31.1,96,100,2.54,overcast clouds
642,Boa Vista,BR,2.8197,-60.6733,23.99,88,75,4.63,broken clouds
643,Salinas,US,36.6777,-121.6555,17.34,72,27,3.47,scattered clouds
644,Sakakah,SA,29.9697,40.2064,32.39,12,2,3.12,clear sky
645,Kloulklubed,PW,7.0419,134.2556,27.89,77,99,3.15,overcast clouds
646,Nichinan,JP,31.6,131.3667,19.25,92,100,1.63,light rain
647,Tingi,TZ,-11.3,35.0333,12.7,93,49,0.52,scattered clouds
648,Bogorodskoye,RU,56.55,37.8833,15.43,86,98,2.09,light rain
649,Aranda De Duero,ES,41.6704,-3.6892,20.62,51,0,4.87,clear sky
650,Verkhoyansk,RU,67.5447,133.385,8.63,53,43,1.52,scattered clouds
651,Makarov,RU,48.6333,142.8,7.46,88,47,3.27,scattered clouds
652,Mount Darwin,ZW,-16.7725,31.5838,13.88,63,92,3.44,overcast clouds
653,Vytegra,RU,61.0064,36.4481,14.69,68,43,2.31,scattered clouds
654,Huarmey,PE,-10.0681,-78.1522,20.87,70,75,4.8,broken clouds
655,Rosetta,EG,31.4044,30.4164,21.43,67,0,6.01,clear sky
656,Cururupu,BR,-1.8283,-44.8683,28.15,72,36,1.86,scattered clouds
657,Caborca,MX,30.5838,-111.101,32.49,10,21,8.09,few clouds
658,Hinton,CA,53.4001,-117.5857,11.73,60,95,1.78,overcast clouds
659,Deputatskiy,RU,69.3,139.9,1.76,81,24,1.43,few clouds
660,Glendive,US,47.1053,-104.7125,22.79,26,1,8.23,clear sky
661,Baykit,RU,61.67,96.37,0.2,75,12,0.74,few clouds
662,Sao Felix Do Xingu,BR,-6.6447,-51.995,31.87,46,95,2.26,light rain
663,Nanortalik,GL,60.1432,-45.2371,7.68,66,100,5.2,overcast clouds
664,Ilebo,CD,-4.3167,20.5833,21.82,91,84,1.15,broken clouds
665,Howard Springs,AU,-12.497,131.047,19.95,88,84,2.93,broken clouds
666,Jaguey Grande,CU,22.5269,-81.1286,35.54,38,79,4.23,broken clouds
667,Shimanovsk,RU,52.0,127.7,12.32,57,49,3.27,scattered clouds
668,Sena Madureira,BR,-9.0656,-68.6569,32.12,51,31,1.1,scattered clouds
669,Havoysund,NO,70.9963,24.6622,7.49,65,4,2.32,clear sky
670,Port Keats,AU,-14.25,129.55,18.86,37,74,3.17,broken clouds
671,Kedougou,SN,12.5579,-12.1743,40.5,21,16,2.38,few clouds
672,Dauriya,RU,49.9333,116.8667,15.84,36,0,2.73,clear sky
673,Eston,CA,51.1501,-108.7514,16.62,43,78,6.95,broken clouds
674,Shatrovo,RU,56.5167,64.6333,14.59,60,1,3.7,clear sky
675,Fort Smith,US,35.3859,-94.3986,26.78,77,75,2.24,broken clouds
676,Moelv,NO,60.9333,10.7,21.63,52,100,1.28,overcast clouds
677,Krasnokamensk,RU,50.0979,118.0369,15.16,48,0,2.07,clear sky
678,Nador,MA,35.174,-2.9287,23.14,60,0,3.85,clear sky
679,Mujiayingzi,CN,42.1167,118.7833,17.63,49,99,2.31,overcast clouds
680,Saint Andrews,US,34.0454,-81.1293,32.36,65,75,2.24,broken clouds
681,Gigmoto,PH,13.7796,124.39,26.8,83,100,1.61,overcast clouds
682,Nsanje,MW,-16.92,35.262,18.89,78,96,1.21,overcast clouds
683,Isiro,CD,2.7739,27.616,19.94,98,81,1.23,broken clouds
684,Tondon,GN,10.3667,-13.35,32.2,58,76,1.68,broken clouds
685,Inverell,AU,-29.7833,151.1167,6.76,67,0,0.45,clear sky
686,Pitimbu,BR,-7.4706,-34.8086,27.13,74,31,6.16,scattered clouds
687,Ayorou,NE,14.7308,0.9174,40.75,16,36,4.16,scattered clouds
688,Keita,NE,14.7551,5.7749,37.56,16,100,4.05,overcast clouds
689,Ukiah,US,39.1502,-123.2078,30.07,29,1,6.69,clear sky
690,Wloszczowa,PL,50.8526,19.9659,18.66,69,93,1.79,overcast clouds
691,Mochudi,BW,-24.4167,26.15,12.23,49,7,2.98,clear sky
692,Panjab,AF,34.388,67.0233,16.52,24,2,3.39,clear sky
693,Amot,NO,59.5714,7.9877,19.87,47,94,1.03,overcast clouds
694,Merauke,ID,-8.4667,140.3333,24.43,90,99,6.4,overcast clouds
695,Graham,US,47.0529,-122.2943,11.33,83,1,0.45,light intensity drizzle
696,Aguimes,ES,27.9054,-15.4461,21.48,60,20,12.86,few clouds
697,Bonnyville,CA,54.2668,-110.735,17.89,50,99,6.14,overcast clouds
698,Mogadishu,SO,2.0371,45.3438,26.27,85,98,9.33,overcast clouds
699,Opunake,NZ,-39.4556,173.8583,13.52,84,100,3.91,light rain
